date,week,year,month,season,Di.gazel
5/29/2003,705,14,163,aut14,5
6/5/2003,706,14,164,aut14,0
6/12/2003,707,14,164,aut14,1
6/19/2003,708,14,164,aut14,0
6/26/2003,709,14,164,win14,0
7/3/2003,710,14,165,win14,0
7/10/2003,711,14,165,win14,1
7/17/2003,712,14,165,win14,0
7/24/2003,713,14,165,win14,4
7/31/2003,714,14,165,win14,0
8/7/2003,715,14,166,win14,3
8/14/2003,716,14,166,win14,0
8/21/2003,717,14,166,win14,1
8/29/2003,718,14,166,win14,0
9/4/2003,719,14,167,win14,0
9/11/2003,720,14,167,win14,0
9/18/2003,721,14,167,win14,0
9/26/2003,722,14,167,spr15,0
10/2/2003,723,14,168,spr15,0
10/9/2003,724,14,168,spr15,3
10/16/2003,725,14,168,spr15,3279
10/23/2003,726,14,168,spr15,15
10/30/2003,727,14,168,spr15,9
11/6/2003,728,14,169,spr15,7
11/13/2003,729,14,169,spr15,7
11/20/2003,730,15,169,spr15,18
11/27/2003,731,15,169,spr15,9
12/4/2003,732,15,170,spr15,26
12/11/2003,733,15,170,spr15,6
12/18/2003,734,15,170,spr15,1
12/26/2003,735,15,170,sum15,0
1/1/2004,736,15,171,sum15,4
1/8/2004,737,15,171,sum15,3
1/15/2004,738,15,171,sum15,0
1/22/2004,739,15,171,sum15,1
1/29/2004,740,15,171,sum15,0
2/5/2004,741,15,172,sum15,9
2/12/2004,742,15,172,sum15,124
2/19/2004,743,15,172,sum15,63
2/26/2004,744,15,172,sum15,80
3/4/2004,745,15,173,sum15,50
3/11/2004,746,15,173,sum15,22
3/18/2004,747,15,173,sum15,32
3/25/2004,748,15,173,aut15,27
4/1/2004,749,15,174,aut15,46
4/8/2004,750,15,174,aut15,120
4/15/2004,751,15,174,aut15,25
4/22/2004,752,15,174,aut15,23
4/29/2004,753,15,174,aut15,41
5/6/2004,754,15,175,aut15,45
5/13/2004,755,15,175,aut15,5
5/20/2004,756,15,175,aut15,86
5/27/2004,757,15,175,aut15,0
6/3/2004,758,15,176,aut15,8
6/10/2004,759,15,176,aut15,11
6/17/2004,760,15,176,aut15,0
6/24/2004,761,15,176,win15,0
7/1/2004,762,15,177,win15,3
7/8/2004,763,15,177,win15,1
7/15/2004,764,15,177,win15,2
7/22/2004,765,15,177,win15,0
7/29/2004,766,15,177,win15,0
8/5/2004,767,15,178,win15,3
8/12/2004,768,15,178,win15,2
8/19/2004,769,15,178,win15,1
8/26/2004,770,15,178,win15,0
9/2/2004,771,15,179,win15,2
9/9/2004,772,15,179,win15,0
9/16/2004,773,15,179,win15,0
9/23/2004,774,15,179,spr16,1
9/30/2004,775,15,179,spr16,30
10/7/2004,776,15,180,spr16,3808
10/14/2004,777,15,180,spr16,3279
10/21/2004,778,15,180,spr16,2394
10/28/2004,779,15,180,spr16,1006
11/4/2004,780,15,181,spr16,182
11/11/2004,781,15,181,spr16,125
11/18/2004,782,15,181,spr16,185
11/25/2004,783,16,181,spr16,187
12/2/2004,784,16,182,spr16,331
12/9/2004,785,16,182,spr16,109
12/16/2004,786,16,182,spr16,42
12/23/2004,787,16,182,sum16,61
12/30/2004,788,16,182,sum16,26
1/6/2005,789,16,183,sum16,25
1/13/2005,790,16,183,sum16,25
1/20/2005,791,16,183,sum16,185
1/27/2005,792,16,183,sum16,11
2/3/2005,793,16,184,sum16,26
2/10/2005,794,16,184,sum16,15
2/17/2005,795,16,184,sum16,14
2/24/2005,796,16,184,sum16,71
3/3/2005,797,16,185,sum16,131
3/10/2005,798,16,185,sum16,103
3/17/2005,799,16,185,sum16,174
3/24/2005,800,16,185,aut16,70
3/31/2005,801,16,185,aut16,0
4/7/2005,802,16,186,aut16,45
4/14/2005,803,16,186,aut16,313
4/21/2005,804,16,186,aut16,445
4/28/2005,805,16,186,aut16,29
5/5/2005,806,16,187,aut16,8
5/12/2005,807,16,187,aut16,1
5/19/2005,808,16,187,aut16,1
5/26/2005,809,16,187,aut16,20
6/2/2005,810,16,188,aut16,136
6/7/2005,811,16,188,aut16,2
6/16/2005,812,16,188,aut16,0
6/23/2005,813,16,188,win16,8
6/30/2005,814,16,188,win16,10
7/6/2005,815,16,189,win16,0
7/13/2005,816,16,189,win16,0
7/20/2005,817,16,189,win16,0
7/27/2005,818,16,189,win16,1
8/3/2005,819,16,190,win16,0
8/10/2005,820,16,190,win16,0
8/17/2005,821,16,190,win16,3
8/24/2005,822,16,190,win16,12
8/31/2005,823,16,190,win16,0
9/7/2005,824,16,191,win16,477
9/14/2005,825,16,191,win16,215
9/21/2005,826,16,191,win16,7
9/28/2005,827,16,191,spr17,31
10/5/2005,828,16,192,spr17,105
10/12/2005,829,16,192,spr17,8
10/19/2005,830,16,192,spr17,32
10/26/2005,831,16,192,spr17,141
11/2/2005,832,16,193,spr17,37
11/9/2005,833,16,193,spr17,25
11/16/2005,834,16,193,spr17,11
11/23/2005,835,17,193,spr17,771
11/30/2005,836,17,193,spr17,0
12/7/2005,837,17,194,spr17,1093
12/14/2005,838,17,194,spr17,97
12/21/2005,839,17,194,spr17,15
12/28/2005,840,17,194,sum17,29
1/4/2006,841,17,195,sum17,14
1/11/2006,842,17,195,sum17,103
1/18/2006,843,17,195,sum17,13
1/25/2006,844,17,195,sum17,23
2/1/2006,845,17,196,sum17,37
2/8/2006,846,17,196,sum17,25
2/15/2006,847,17,196,sum17,34
2/22/2006,848,17,196,sum17,300
3/1/2006,849,17,197,sum17,98
3/8/2006,850,17,197,sum17,18
3/15/2006,851,17,197,sum17,6
3/22/2006,852,17,197,aut17,33
3/29/2006,853,17,197,aut17,37
4/5/2006,854,17,198,aut17,50
4/12/2006,855,17,198,aut17,27
4/19/2006,856,17,198,aut17,13
4/27/2006,857,17,198,aut17,10
5/3/2006,858,17,199,aut17,12
5/10/2006,859,17,199,aut17,8
5/17/2006,860,17,199,aut17,21
5/24/2006,861,17,199,aut17,7
5/31/2006,862,17,199,aut17,9
6/7/2006,863,17,200,aut17,11
6/14/2006,864,17,200,aut17,0
6/21/2006,865,17,200,aut17,2
6/28/2006,866,17,200,win17,0
7/5/2006,867,17,201,win17,2
7/12/2006,868,17,201,win17,13
7/19/2006,869,17,201,win17,7
7/26/2006,870,17,201,win17,3
8/2/2006,871,17,202,win17,0
8/9/2006,872,17,202,win17,15
8/16/2006,873,17,202,win17,10
8/23/2006,874,17,202,win17,0
8/30/2006,875,17,202,win17,11
9/6/2006,876,17,203,win17,2
9/13/2006,877,17,203,win17,54
9/20/2006,878,17,203,win17,149
9/27/2006,879,17,203,spr18,69
10/4/2006,880,17,204,spr18,2
10/11/2006,881,17,204,spr18,70
10/18/2006,882,17,204,spr18,43
10/25/2006,883,17,204,spr18,0
11/1/2006,884,17,205,spr18,68
11/8/2006,885,17,205,spr18,402
11/15/2006,886,17,205,spr18,221
11/22/2006,887,18,205,spr18,14
11/29/2006,888,18,205,spr18,306
12/6/2006,889,18,206,spr18,88
12/13/2006,890,18,206,spr18,65
12/20/2006,891,18,206,spr18,4
12/27/2006,892,18,206,sum18,11
1/4/2007,893,18,207,sum18,21
1/11/2007,894,18,207,sum18,68
1/18/2007,895,18,207,sum18,93
1/25/2007,896,18,207,sum18,92
2/1/2007,897,18,208,sum18,42
2/8/2007,898,18,208,sum18,28
2/15/2007,899,18,208,sum18,47
2/21/2007,900,18,208,sum18,82
3/1/2007,901,18,209,sum18,158
3/8/2007,902,18,209,sum18,97
3/15/2007,903,18,209,sum18,77
3/22/2007,904,18,209,aut18,143
3/29/2007,905,18,209,aut18,267
4/5/2007,906,18,210,aut18,0
4/12/2007,907,18,210,aut18,837
4/19/2007,908,18,210,aut18,347
4/26/2007,909,18,210,aut18,140
5/3/2007,910,18,211,aut18,56
5/10/2007,911,18,211,aut18,1
5/17/2007,912,18,211,aut18,42
5/24/2007,913,18,211,aut18,4
5/31/2007,914,18,211,aut18,0
6/7/2007,915,18,212,aut18,4
6/14/2007,916,18,212,aut18,3
6/21/2007,917,18,212,win18,1
6/28/2007,918,18,212,win18,1
7/5/2007,919,18,213,win18,0
7/12/2007,920,18,213,win18,0
7/19/2007,921,18,213,win18,0
7/26/2007,922,18,213,win18,0
8/1/2007,923,18,214,win18,17
8/9/2007,924,18,214,win18,63
8/15/2007,925,18,214,win18,5
8/23/2007,926,18,214,win18,6
8/30/2007,927,18,214,win18,3
9/6/2007,928,18,215,win18,0
9/12/2007,929,18,215,win18,8
9/19/2007,930,18,215,win18,1
9/27/2007,931,18,215,spr19,9
10/4/2007,932,18,216,spr19,8
10/11/2007,933,18,216,spr19,2
10/18/2007,934,18,216,spr19,7
10/24/2007,935,18,216,spr19,60
11/1/2007,936,18,217,spr19,1493
11/7/2007,937,18,217,spr19,597
11/15/2007,938,18,217,spr19,294
11/21/2007,939,19,217,spr19,35
11/29/2007,940,19,217,spr19,103
12/6/2007,941,19,218,spr19,359
12/12/2007,942,19,218,spr19,743
12/19/2007,943,19,218,spr19,45
12/27/2007,944,19,218,sum19,36
1/3/2008,945,19,219,sum19,89
1/9/2008,946,19,219,sum19,96
1/16/2008,947,19,219,sum19,171
1/25/2008,948,19,219,sum19,36
1/30/2008,949,19,219,sum19,129
2/6/2008,950,19,220,sum19,0
2/13/2008,951,19,220,sum19,16
2/20/2008,952,19,220,sum19,45
2/27/2008,953,19,220,sum19,45
3/6/2008,954,19,221,sum19,112
3/13/2008,955,19,221,sum19,89
3/20/2008,956,19,221,sum19,0
3/27/2008,957,19,221,aut19,92
4/3/2008,958,19,222,aut19,85
4/10/2008,959,19,222,aut19,106
4/17/2008,960,19,222,aut19,95
4/24/2008,961,19,222,aut19,147
5/1/2008,962,19,223,aut19,138
5/8/2008,963,19,223,aut19,32
5/15/2008,964,19,223,aut19,35
5/21/2008,965,19,223,aut19,14
5/29/2008,966,19,223,aut19,26
6/5/2008,967,19,224,aut19,11
6/12/2008,968,19,224,aut19,11
6/19/2008,969,19,224,aut19,8
6/26/2008,970,19,224,win19,8
7/3/2008,971,19,225,win19,14
7/10/2008,972,19,225,win19,0
7/17/2008,973,19,225,win19,0
7/24/2008,974,19,225,win19,5
7/31/2008,975,19,226,win19,1
8/7/2008,976,19,226,win19,0
8/13/2008,977,19,226,win19,40
8/20/2008,978,19,226,win19,7
8/28/2008,979,19,226,win19,6
9/3/2008,980,19,227,win19,2
9/11/2008,981,19,227,win19,0
9/17/2008,982,19,227,win19,5
9/25/2008,983,19,227,spr20,2
10/2/2008,984,19,228,spr20,0
10/9/2008,985,19,228,spr20,89
10/16/2008,986,19,228,spr20,0
10/22/2008,987,19,228,spr20,2
10/30/2008,988,19,228,spr20,2
11/6/2008,989,19,229,spr20,0
11/13/2008,990,19,229,spr20,180
11/20/2008,991,20,229,spr20,2
11/30/2008,992,20,229,spr20,6
12/4/2008,993,20,230,spr20,26
12/11/2008,994,20,230,spr20,143
12/18/2008,995,20,230,spr20,75
12/25/2008,996,20,230,sum20,0
1/1/2009,997,20,231,sum20,44
1/8/2009,998,20,231,sum20,19
1/15/2009,999,20,231,sum20,10
1/22/2009,1000,20,231,sum20,92
1/29/2009,1001,20,231,sum20,16
2/4/2009,1002,20,232,sum20,13
2/12/2009,1003,20,232,sum20,233
2/19/2009,1004,20,232,sum20,39
2/25/2009,1005,20,232,sum20,55
3/5/2009,1006,20,233,sum20,29
3/12/2009,1007,20,233,sum20,119
3/19/2009,1008,20,233,sum20,107
3/26/2009,1009,20,233,aut20,0
4/1/2009,1010,20,234,aut20,63
4/9/2009,1011,20,234,aut20,21
4/16/2009,1012,20,234,aut20,68
4/22/2009,1013,20,234,aut20,42
4/30/2009,1014,20,234,aut20,121
5/7/2009,1015,20,235,aut20,98
5/14/2009,1016,20,235,aut20,17
5/21/2009,1017,20,235,aut20,0
5/28/2009,1018,20,235,aut20,111
6/4/2009,1019,20,236,aut20,1
6/14/2009,1020,20,236,aut20,0
6/24/2009,1021,20,236,win20,23
7/2/2009,1022,20,237,win20,14
7/9/2009,1023,20,237,win20,4
7/15/2009,1024,20,237,win20,2
7/22/2009,1025,20,237,win20,0
7/29/2009,1026,20,238,win20,3
8/6/2009,1027,20,238,win20,0
8/13/2009,1028,20,238,win20,0
8/20/2009,1029,20,238,win20,0
8/27/2009,1030,20,238,win20,0
9/3/2009,1031,20,239,win20,629
9/10/2009,1032,20,239,win20,213
9/17/2009,1033,20,239,win20,87
9/24/2009,1034,20,239,spr21,366
10/2/2009,1035,20,240,spr21,11
10/9/2009,1036,20,240,spr21,23
10/15/2009,1037,20,240,spr21,2
10/22/2009,1038,20,240,spr21,0
10/28/2009,1039,20,240,spr21,108
11/5/2009,1040,20,241,spr21,10
11/12/2009,1041,20,241,spr21,33
11/20/2009,1042,21,241,spr21,24
11/27/2009,1043,21,241,spr21,138
12/2/2009,1044,21,242,spr21,0
12/9/2009,1045,21,242,spr21,0
12/17/2009,1046,21,242,spr21,18
12/24/2009,1047,21,242,sum21,91
12/31/2009,1048,21,242,sum21,422
1/6/2010,1049,21,243,sum21,28
1/13/2010,1050,21,243,sum21,23
1/20/2010,1051,21,243,sum21,35
1/27/2010,1052,21,243,sum21,9
2/4/2010,1053,21,244,sum21,12
2/11/2010,1054,21,244,sum21,0
2/18/2010,1055,21,244,sum21,38
2/25/2010,1056,21,244,sum21,13
3/3/2010,1057,21,245,sum21,67
3/10/2010,1058,21,245,sum21,21
3/18/2010,1059,21,245,sum21,75
3/24/2010,1060,21,245,aut21,51
3/31/2010,1061,21,245,aut21,94
4/7/2010,1062,21,246,aut21,26
4/14/2010,1063,21,246,aut21,52
4/22/2010,1064,21,246,aut21,48
4/29/2010,1065,21,246,aut21,40
5/5/2010,1066,21,247,aut21,76
5/13/2010,1067,21,247,aut21,0
5/20/2010,1068,21,247,aut21,0
5/27/2010,1069,21,247,aut21,0
6/3/2010,1070,21,248,aut21,97
6/10/2010,1071,21,248,aut21,7
6/16/2010,1072,21,248,aut21,4
6/23/2010,1073,21,248,win21,98
7/1/2010,1074,21,249,win21,0
7/8/2010,1075,21,249,win21,3
7/15/2010,1076,21,249,win21,0
7/21/2010,1077,21,249,win21,2
7/29/2010,1078,21,249,win21,4
8/4/2010,1079,21,250,win21,0
8/12/2010,1080,21,250,win21,0
8/19/2010,1081,21,250,win21,0
8/26/2010,1082,21,250,win21,1
9/1/2010,1083,21,251,win21,3
9/8/2010,1084,21,251,win21,0
9/16/2010,1085,21,251,win21,2
9/23/2010,1086,21,251,spr22,103
9/30/2010,1087,21,251,spr22,194
10/7/2010,1088,21,252,spr22,0
10/14/2010,1089,21,252,spr22,420
10/21/2010,1090,21,252,spr22,164
10/27/2010,1091,21,252,spr22,24
11/4/2010,1092,21,253,spr22,0
11/11/2010,1093,21,253,spr22,97
11/18/2010,1094,21,253,spr22,41
11/25/2010,1095,22,253,spr22,0
12/2/2010,1096,22,254,spr22,8
12/9/2010,1097,22,254,spr22,2
12/16/2010,1098,22,254,spr22,28
12/23/2010,1099,22,254,sum22,3
12/30/2010,1100,22,254,sum22,8
1/7/2011,1101,22,255,sum22,6
1/13/2011,1102,22,255,sum22,0
1/20/2011,1103,22,255,sum22,6
1/27/2011,1104,22,255,sum22,0
2/3/2011,1105,22,256,sum22,0
2/10/2011,1106,22,256,sum22,15
2/16/2011,1107,22,256,sum22,15
2/23/2011,1108,22,256,sum22,16
3/3/2011,1109,22,257,sum22,0
3/10/2011,1110,22,257,sum22,0
3/16/2011,1111,22,257,sum22,0
3/24/2011,1112,22,257,aut22,0
3/31/2011,1113,22,257,aut22,14
4/7/2011,1114,22,258,aut22,0
4/14/2011,1115,22,258,aut22,36
4/21/2011,1116,22,258,aut22,40
4/28/2011,1117,22,258,aut22,6
5/5/2011,1118,22,259,aut22,0
5/12/2011,1119,22,259,aut22,0
5/18/2011,1120,22,259,aut22,10
5/26/2011,1121,22,259,aut22,0
6/2/2011,1122,22,260,aut22,1
6/9/2011,1123,22,260,aut22,0
6/16/2011,1124,22,260,aut22,13
6/23/2011,1125,22,260,win22,0
6/30/2011,1126,22,260,win22,3
7/7/2011,1127,22,261,win22,1
7/13/2011,1128,22,261,win22,6
7/20/2011,1129,22,261,win22,0
7/27/2011,1130,22,261,win22,3
8/4/2011,1131,22,262,win22,0
8/10/2011,1132,22,262,win22,3
8/17/2011,1133,22,262,win22,2
8/25/2011,1134,22,262,win22,0
9/1/2011,1135,22,263,win22,1
9/9/2011,1136,22,263,win22,2
9/15/2011,1137,22,263,win22,0
9/22/2011,1138,22,263,spr23,1
9/29/2011,1139,22,263,spr23,2
10/6/2011,1140,22,264,spr23,13
10/13/2011,1141,22,264,spr23,621
10/20/2011,1142,22,264,spr23,271
10/27/2011,1143,22,264,spr23,212
11/3/2011,1144,22,265,spr23,27
11/10/2011,1145,22,265,spr23,26
11/17/2011,1146,22,265,spr23,133
11/24/2011,1147,23,265,spr23,82
12/1/2011,1148,23,266,spr23,24
12/15/2011,1149,23,266,spr23,2
12/22/2011,1150,23,266,sum23,0
12/29/2011,1151,23,266,sum23,1
1/5/2012,1152,23,267,sum23,0
1/13/2012,1153,23,267,sum23,5
1/21/2012,1154,23,267,sum23,7
1/26/2012,1155,23,267,sum23,9
2/2/2012,1156,23,268,sum23,44
2/9/2012,1157,23,268,sum23,1
2/16/2012,1158,23,268,sum23,9
2/23/2012,1159,23,268,sum23,5
3/1/2012,1160,23,269,sum23,17
3/8/2012,1161,23,269,sum23,14
3/15/2012,1162,23,269,sum23,12
3/22/2012,1163,23,269,aut23,0
3/29/2012,1164,23,269,aut23,8
4/5/2012,1165,23,270,aut23,0
4/12/2012,1166,23,270,aut23,53
4/19/2012,1167,23,270,aut23,9
4/26/2012,1168,23,270,aut23,8
5/3/2012,1169,23,271,aut23,10
5/10/2012,1170,23,271,aut23,2
5/17/2012,1171,23,271,aut23,2
5/24/2012,1172,23,271,aut23,0
5/31/2012,1173,23,271,aut23,4
6/7/2012,1174,23,272,aut23,0
6/12/2012,1175,23,272,aut23,0
6/19/2012,1176,23,272,aut23,0
6/26/2012,1177,23,272,win23,2
7/5/2012,1178,23,273,win23,0
7/12/2012,1179,23,273,win23,0
7/20/2012,1180,23,273,win23,0
7/26/2012,1181,23,273,win23,16
8/2/2012,1182,23,274,win23,0
8/9/2012,1183,23,274,win23,2
8/16/2012,1184,23,274,win23,1
8/23/2012,1185,23,274,win23,0
8/30/2012,1186,23,274,win23,0
9/6/2012,1187,23,275,win23,0
9/13/2012,1188,23,275,win23,1
9/20/2012,1189,23,275,win23,2
9/27/2012,1190,23,275,spr24,3
10/4/2012,1191,23,276,spr24,37
10/11/2012,1192,23,276,spr24,22
10/18/2012,1193,23,276,spr24,4
10/25/2012,1194,23,276,spr24,20
11/1/2012,1195,23,277,spr24,11
11/8/2012,1196,23,277,spr24,23
11/15/2012,1197,23,277,spr24,71
11/22/2012,1198,24,277,spr24,11
11/29/2012,1199,24,277,spr24,56
12/6/2012,1200,24,278,spr24,52
12/13/2012,1201,24,278,spr24,2
12/20/2012,1202,24,278,spr24,21
12/27/2012,1203,24,278,sum24,3
1/5/2013,1204,24,279,sum24,19
1/10/2013,1205,24,279,sum24,108
1/17/2013,1206,24,279,sum24,372
1/24/2013,1207,24,279,sum24,84
1/31/2013,1208,24,279,sum24,37
2/7/2013,1209,24,280,sum24,68
2/14/2013,1210,24,280,sum24,75
2/21/2013,1211,24,280,sum24,12
2/28/2013,1212,24,280,sum24,33
3/7/2013,1213,24,281,sum24,55
3/14/2013,1214,24,281,sum24,77
3/21/2013,1215,24,281,aut24,261
3/28/2013,1216,24,281,aut24,85
4/4/2013,1217,24,282,aut24,22
4/11/2013,1218,24,282,aut24,17
4/18/2013,1219,24,282,aut24,43
4/25/2013,1220,24,282,aut24,17
5/3/2013,1221,24,283,aut24,6
5/9/2013,1222,24,283,aut24,1
5/16/2013,1223,24,283,aut24,8
5/23/2013,1224,24,283,aut24,9
5/30/2013,1225,24,283,aut24,2
6/6/2013,1226,24,284,aut24,1
6/13/2013,1227,24,284,aut24,2
6/20/2013,1228,24,284,aut24,0
6/27/2013,1229,24,284,win24,0
7/4/2013,1230,24,285,win24,0
7/11/2013,1231,24,285,win24,1
7/18/2013,1232,24,285,win24,0
7/25/2013,1233,24,285,win24,0
8/1/2013,1234,24,286,win24,0
8/8/2013,1235,24,286,win24,1
8/15/2013,1236,24,286,win24,0
8/22/2013,1237,24,286,win24,1
8/29/2013,1238,24,286,win24,2
9/5/2013,1239,24,287,win24,7
9/12/2013,1240,24,287,win24,9
9/19/2013,1241,24,287,win24,9
9/26/2013,1242,24,287,spr25,0
10/3/2013,1243,24,288,spr25,50
10/10/2013,1244,24,288,spr25,8
10/17/2013,1245,24,288,spr25,4
10/24/2013,1246,24,288,spr25,16
10/31/2013,1247,24,288,spr25,41
11/7/2013,1248,24,289,spr25,4
11/14/2013,1249,24,289,spr25,26
11/21/2013,1250,25,289,spr25,43
11/28/2013,1251,25,289,spr25,105
12/5/2013,1252,25,290,spr25,89
12/12/2013,1253,25,290,spr25,286
12/19/2013,1254,25,290,spr25,14
12/26/2013,1255,25,290,sum25,0
1/2/2014,1256,25,291,sum25,35
1/9/2014,1257,25,291,sum25,13
1/16/2014,1258,25,291,sum25,14
1/23/2014,1259,25,291,sum25,6
1/30/2014,1260,25,291,sum25,3
2/6/2014,1261,25,292,sum25,5
2/13/2014,1262,25,292,sum25,1
2/20/2014,1263,25,292,sum25,303
2/27/2014,1264,25,292,sum25,1
3/6/2014,1265,25,293,sum25,1
3/13/2014,1266,25,293,sum25,3
3/20/2014,1267,25,293,sum25,10
3/27/2014,1268,25,293,aut25,7
4/3/2014,1269,25,294,aut25,6
4/10/2014,1270,25,294,aut25,4
4/17/2014,1271,25,294,aut25,5
4/24/2014,1272,25,294,aut25,6
5/1/2014,1273,25,295,aut25,11
5/8/2014,1274,25,295,aut25,0
5/15/2014,1275,25,295,aut25,2
5/22/2014,1276,25,295,aut25,4
5/29/2014,1277,25,295,aut25,0
6/5/2014,1278,25,296,aut25,7
6/12/2014,1279,25,296,aut25,1
6/19/2014,1280,25,296,aut25,0
6/26/2014,1281,25,296,win25,1
7/3/2014,1282,25,297,win25,1
7/10/2014,1283,25,297,win25,0
7/17/2014,1284,25,297,win25,1
7/24/2014,1285,25,297,win25,0
7/31/2014,1286,25,297,win25,1
8/7/2014,1287,25,298,win25,1
8/14/2014,1288,25,298,win25,1
8/15/2014,1289,25,298,win25,0
8/16/2014,1290,25,298,win25,0
8/21/2014,1291,25,298,win25,0
8/28/2014,1292,25,298,win25,0
9/4/2014,1293,25,299,win25,4
9/11/2014,1294,25,299,win25,4
9/18/2014,1295,25,299,win25,5
9/25/2014,1296,25,299,spr26,23
10/2/2014,1297,25,300,spr26,15
10/9/2014,1298,25,300,spr26,0
10/16/2014,1299,25,300,spr26,13
10/23/2014,1300,25,300,spr26,4
10/30/2014,1301,25,300,spr26,3
11/6/2014,1302,25,301,spr26,41
11/13/2014,1303,25,301,spr26,35
11/20/2014,1304,26,301,spr26,2
11/27/2014,1305,26,301,spr26,277
12/4/2014,1306,26,302,spr26,8
12/11/2014,1307,26,302,spr26,225
12/18/2014,1308,26,302,spr26,45
12/25/2014,1309,26,302,sum26,46
1/1/2015,1310,26,303,sum26,0
1/7/2015,1311,26,303,sum26,17
1/15/2015,1312,26,303,sum26,15
1/22/2015,1313,26,303,sum26,11
1/29/2015,1314,26,303,sum26,47
2/5/2015,1315,26,304,sum26,0
2/12/2015,1316,26,304,sum26,13
2/19/2015,1317,26,304,sum26,2
2/26/2015,1318,26,304,sum26,295
3/5/2015,1319,26,305,sum26,21
3/12/2015,1320,26,305,sum26,12
3/19/2015,1321,26,305,sum26,10
3/26/2015,1322,26,305,aut26,21
4/2/2015,1323,26,306,aut26,22
4/9/2015,1324,26,306,aut26,12
4/16/2015,1325,26,306,aut26,14
4/23/2015,1326,26,306,aut26,55
4/30/2015,1327,26,306,aut26,10
5/7/2015,1328,26,307,aut26,8
5/14/2015,1329,26,307,aut26,3
5/21/2015,1330,26,307,aut26,1
5/28/2015,1331,26,307,aut26,7
6/4/2015,1332,26,308,aut26,0
6/11/2015,1333,26,308,aut26,3
6/18/2015,1334,26,308,aut26,4
6/25/2015,1335,26,308,win26,3
7/2/2015,1336,26,309,win26,3
7/9/2015,1337,26,309,win26,0
7/16/2015,1338,26,309,win26,0
7/23/2015,1339,26,309,win26,0
7/30/2015,1340,26,309,win26,2
8/6/2015,1341,26,310,win26,0
8/13/2015,1342,26,310,win26,1
8/20/2015,1343,26,310,win26,0
8/27/2015,1344,26,310,win26,1
9/3/2015,1345,26,311,win26,0
9/10/2015,1346,26,311,win26,10
9/17/2015,1347,26,311,win26,56
9/24/2015,1348,26,311,spr27,5
10/1/2015,1349,26,312,spr27,11
10/8/2015,1350,26,312,spr27,4
10/15/2015,1351,26,312,spr27,12
10/22/2015,1352,26,312,spr27,53
10/29/2015,1353,26,312,spr27,41
11/5/2015,1354,26,313,spr27,21
11/12/2015,1355,26,313,spr27,36
11/19/2015,1356,26,313,spr27,39
